0,0,0
1,0,3
1.75,0,4.75
2,0,4.75
2,0,5.5
2,0,5.6667
2,0,5.6667
2,0,6.6667
1.75,0,6.5
2.5,0,7.5
2.75,0,7.5
3,0,7.6667
3,0,8.6667
2.6667,0,8.6667
3.5,0,9.5
3.5,0,9.5
4,0,10.5
4.6667,0,10.333
4.6667,0,11.667
5.5,0,12.5
5.5,0,12.5
6,0,13.5
6.75,0,13.5
6.6667,0,14.333
6.6667,0,14.667
7.5,0.5,16
8.5,0.75,18
9.25,1,19.5
10,1,20.667
11,1,21.667
12,1,23.333
13,1,25
13.75,1,26.5
15,0.5,28.25
15.667,0.66667,29.667
17.333,1.6667,32
18.333,2,34.333
19.5,2,36.25
20.75,1.5,38.5
22,2,41
23.333,2.6667,43
25.333,2.3333,47
26.667,3.6667,50
28.25,3.25,53
30,4,56.5
31,4.75,59.75
32.333,5.3333,63
33.333,5.3333,66
34.25,6.25,69
35.5,6.5,72.5
36.5,7.25,76.25
37.25,7.25,80.5
37.667,7.6667,83
39,8.6667,86.667
39.5,8.5,89.5
40.25,9.5,93.25
40.25,10.25,97.5
40.667,10.667,100
41.333,12,104.67
42,12.667,108.33
42,13.5,112
41.75,14.5,115.5
41,15.25,118.75
40.333,16.667,122
40.667,17.333,125
39,19.333,126.33
37.25,22.5,125.5
35,25.75,124.75
33,29.5,123.5
31.667,32,122.67
29,35,121.67
26.333,37,120.33
24.5,39,119
22,41.5,117
19.75,43.5,115.75
17.333,45.667,115
15.333,47.667,113.33
13.75,49,112
11,51,110
9.5,52.5,108.5
8.6667,54,107
9,55.667,105.33
9,57.333,104.33
9,58.5,103
8.5,59.5,102.25
9.25,61.25,101.75
9.6667,62.667,102
9.3333,64.333,102
10.667,66.333,102
10.25,67.5,101.5
11.25,69.25,102.25
11.5,71,102.5
11.333,72.333,103.33
12.667,74.333,103.33
12.333,76,104.33
13.25,78.25,105.25
13.5,80,105.5
13.75,82.25,105.75
14.667,84.333,106.67
15,85.667,107
14.75,87.5,106.75
15.5,90,107.5
15.75,91.75,107.75
16,94.25,108
16,95.667,108
15.667,97.667,107.67
